time,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,city,split
2017-09-02,26.2,4.8,88,Mumbai,train
2018-05-31,24.8,2.9,82,Bengaluru,train
2011-11-20,27.7,0.0,52,Mumbai,train
2017-08-13,24.7,3.4,83,Hyderabad,train
2010-04-01,29.5,0.0,33,Bhopal,train
2007-04-16,32.2,0.0,33,Delhi,train
2024-11-11,22.2,0.0,66,Bengaluru,train
2015-06-20,21.4,5.0,82,Bengaluru,train
2018-09-08,22.8,23.5,85,Bhopal,train
2024-02-07,24.4,0.0,48,Bengaluru,train
2005-11-04,21.8,0.0,75,Patna,train
2013-09-30,26.7,4.1,86,Ahmedabad,train
2011-06-17,32.7,1.2,57,Delhi,train
2015-02-13,18.8,0.0,58,Bhopal,train
2014-06-03,23.7,5.8,82,Bengaluru,train
2004-02-04,17.8,0.0,44,Bhopal,train
2010-08-03,27.7,3.2,83,Delhi,train
2024-06-11,32.4,0.0,44,Bhopal,train
2024-03-20,26.1,0.2,57,Hyderabad,train
2011-03-11,24.5,1.5,45,Patna,train
2015-06-12,27.7,13.6,87,Mumbai,train
2013-09-14,27.4,6.1,88,Mumbai,train
2015-12-09,25.9,0.0,65,Mumbai,train
2013-01-24,10.7,0.0,78,Ludhiana,train
2009-12-09,19.4,0.0,74,Bengaluru,train
2024-03-30,30.9,0.0,33,Bhopal,train
2006-11-01,25.5,9.5,89,Chennai,train
2004-09-20,30.4,0.1,64,Ahmedabad,train
2022-03-23,30.6,0.0,18,Ahmedabad,train
2024-02-11,14.1,0.0,75,Delhi,train
2007-12-21,21.3,0.2,81,Bengaluru,train
2008-04-09,28.9,0.0,67,Mumbai,train
2022-10-08,27.8,4.7,87,Patna,train
2015-10-19,27.5,0.0,63,Nagpur,train
2023-06-16,35.3,0.0,32,Nagpur,train
2019-12-24,21.3,0.4,80,Bengaluru,train
2018-09-01,22.5,0.2,78,Bengaluru,train
2006-04-20,28.6,0.0,68,Mumbai,train
2015-07-10,24.6,103.1,90,Nagpur,train
2012-10-16,28.0,0.0,72,Mumbai,train
2021-08-13,26.0,0.4,76,Hyderabad,train
2020-12-23,15.3,0.0,80,Patna,train
2004-01-08,15.0,0.0,64,Bhopal,train
2004-12-18,18.7,0.0,51,Bhopal,train
2016-09-07,26.2,3.8,84,Mumbai,train
2010-10-28,22.1,0.0,52,Delhi,train
2022-05-17,23.1,18.0,88,Bengaluru,train
2018-01-30,15.4,0.0,75,Patna,train
2014-01-03,11.3,0.0,61,Delhi,train
2023-01-14,22.0,0.0,56,Hyderabad,train
2007-12-07,20.1,0.0,56,Nagpur,train
2008-11-27,19.7,0.0,44,Bhopal,train
2006-11-06,25.6,5.6,89,Chennai,train
2014-03-22,27.4,0.0,40,Bengaluru,train
2024-04-10,28.3,0.4,59,Nagpur,train
2005-07-22,28.0,0.3,75,Nagpur,train
2006-05-08,27.1,0.0,62,Bengaluru,train
2010-05-24,34.2,0.2,30,Ludhiana,train
2009-06-21,36.1,0.0,48,Patna,train
2024-04-09,25.0,0.0,35,Ludhiana,train
2011-04-14,29.1,0.4,75,Chennai,train
2024-03-01,26.8,0.0,41,Nagpur,train
2004-02-25,24.9,0.0,70,Chennai,train
2024-05-31,26.5,1.2,71,Bengaluru,train
2009-06-05,28.7,3.4,82,Mumbai,train
2004-04-18,30.0,0.0,32,Ludhiana,train
2005-09-30,28.0,0.0,78,Patna,train
2008-05-26,29.7,0.0,52,Ludhiana,train
2020-11-05,22.4,0.0,50,Nagpur,train
2004-02-01,22.4,0.3,69,Bengaluru,train
2007-10-06,25.5,0.0,58,Bhopal,train
2018-05-18,29.9,0.0,78,Mumbai,train
2024-05-27,34.8,0.1,47,Chennai,train
2024-03-15,24.7,0.0,44,Patna,train
2023-10-14,26.7,22.5,87,Chennai,train
2009-02-24,25.6,0.0,38,Ahmedabad,train
2021-06-11,25.6,2.2,73,Hyderabad,train
2021-06-18,29.5,0.3,68,Ludhiana,train
2015-07-11,24.8,35.6,88,Ludhiana,train
2014-03-10,22.2,6.3,79,Nagpur,train
2016-12-27,15.7,0.0,63,Delhi,train
2015-11-24,28.0,0.4,77,Mumbai,train
2010-04-21,30.9,2.0,30,Ludhiana,train
2010-12-10,25.7,9.9,88,Chennai,train
2004-10-23,21.4,1.9,85,Bengaluru,train
2022-12-11,24.7,0.0,57,Mumbai,train
2017-12-09,25.3,0.0,80,Chennai,train
2009-08-14,26.7,3.0,87,Mumbai,train
2009-12-11,16.7,0.0,66,Ludhiana,train
2008-08-22,26.4,0.5,78,Ahmedabad,train
2014-12-21,11.0,0.0,83,Delhi,train
2016-10-10,26.2,0.3,73,Bhopal,train
2019-09-05,29.5,2.3,79,Patna,train
2007-06-08,38.1,0.0,29,Delhi,train
2009-09-28,22.3,3.5,84,Bengaluru,train
2011-10-25,25.8,0.0,52,Nagpur,train
2022-06-23,28.3,4.1,72,Bhopal,train
2014-07-29,22.9,0.2,73,Bengaluru,train
2005-09-05,28.1,17.4,88,Patna,train
2016-01-02,22.4,0.0,49,Ahmedabad,train
2015-01-31,21.8,0.0,59,Bengaluru,train
2015-08-14,27.3,6.2,88,Ahmedabad,train
2015-12-23,16.2,0.0,49,Bhopal,train
2007-09-14,27.5,2.8,75,Delhi,train
2005-01-26,22.7,1.5,48,Nagpur,train
2009-06-15,31.1,0.0,50,Hyderabad,train
2015-02-11,18.8,3.5,74,Bhopal,train
2020-05-31,25.4,0.2,78,Bengaluru,train
2018-01-01,20.0,0.0,48,Ahmedabad,train
2005-05-06,29.2,0.8,59,Patna,train
2014-10-25,27.1,0.5,65,Mumbai,train
2018-10-24,22.3,0.0,60,Bengaluru,train
2021-02-23,21.5,0.0,56,Delhi,train
2005-12-03,19.5,24.7,97,Bengaluru,train
2017-12-13,25.5,1.1,83,Chennai,train
2009-04-12,27.1,0.0,44,Bengaluru,train
2004-06-21,33.1,0.8,56,Delhi,train
2009-08-27,29.9,0.0,63,Chennai,train
2024-12-19,22.3,0.0,47,Ahmedabad,train
2021-01-19,13.0,0.0,86,Ludhiana,train
2006-05-30,28.3,0.2,64,Hyderabad,train
2006-05-29,32.7,0.0,54,Ahmedabad,train
2006-02-18,25.5,0.0,41,Bhopal,train
2013-06-19,28.9,16.3,84,Patna,train
2011-02-23,19.7,0.0,59,Patna,train
2017-08-06,29.2,8.1,84,Patna,train
2013-06-26,32.2,0.1,50,Chennai,train
2005-04-05,25.7,0.0,52,Ludhiana,train
2016-07-27,26.6,9.4,91,Ahmedabad,train
2015-09-26,22.8,6.1,85,Bengaluru,train
2013-06-10,34.7,0.4,53,Delhi,train
2018-09-10,25.9,0.5,74,Nagpur,train
2005-09-13,26.0,33.2,93,Mumbai,train
2018-03-12,27.3,0.1,78,Chennai,train
2022-05-15,31.4,0.1,56,Hyderabad,train
2010-05-26,35.5,0.0,34,Bhopal,train
2024-02-10,23.4,0.0,61,Bengaluru,train
2012-03-22,27.2,0.0,36,Bengaluru,train
2022-10-18,23.2,0.0,63,Ludhiana,train
2019-07-10,26.4,33.0,91,Mumbai,train
2017-05-02,29.7,0.1,76,Chennai,train
2020-03-27,23.2,13.2,80,Bhopal,train
2006-05-19,30.5,0.1,70,Chennai,train
2024-12-13,20.2,0.0,33,Ahmedabad,train
2013-10-06,21.8,0.4,82,Bengaluru,train
2013-09-21,27.3,2.1,82,Mumbai,train
2016-11-24,21.6,0.0,45,Bengaluru,train
2007-07-01,28.6,12.0,85,Patna,train
2018-06-01,35.1,0.2,40,Nagpur,train
2016-11-19,18.8,0.0,64,Ludhiana,train
2008-03-12,27.4,0.0,27,Bhopal,train
2004-12-09,25.6,0.0,55,Mumbai,train
2015-12-22,16.9,0.0,73,Patna,train
2014-11-27,23.4,0.0,50,Nagpur,train
2010-05-09,36.4,0.0,21,Nagpur,train
2007-07-06,30.6,2.8,77,Ludhiana,train
2012-01-11,13.9,0.0,75,Patna,train
2019-10-07,26.6,1.2,81,Nagpur,train
2008-09-22,26.2,2.1,84,Mumbai,train
2015-11-04,27.0,6.9,85,Chennai,train
2011-12-21,25.2,0.0,61,Mumbai,train
2008-06-03,30.9,0.6,60,Delhi,train
2021-06-10,34.0,0.0,53,Ludhiana,train
2004-07-20,26.6,0.4,78,Bhopal,train
2011-12-03,21.8,0.0,75,Bengaluru,train
2012-08-31,20.7,14.3,88,Bengaluru,train
2004-06-24,28.2,0.0,62,Bhopal,train
2005-01-14,17.1,0.0,51,Bhopal,train
2012-03-13,28.1,0.0,48,Hyderabad,train
2014-11-24,22.4,0.0,51,Bhopal,train
2019-01-03,20.7,0.0,51,Hyderabad,train
2021-07-20,27.8,27.3,88,Delhi,train
2013-08-10,27.2,5.2,87,Ludhiana,train
2014-09-30,28.8,0.0,77,Ahmedabad,train
2009-08-23,26.7,0.1,77,Bhopal,train
2023-10-28,27.2,0.0,56,Mumbai,train
2019-10-27,24.2,11.4,87,Hyderabad,train
2015-04-24,28.7,0.0,74,Mumbai,train
2010-07-21,27.8,16.9,89,Delhi,train
2004-02-03,22.1,0.0,57,Bengaluru,train
2019-08-13,26.8,4.2,89,Mumbai,train
2017-10-07,28.0,3.5,83,Chennai,train
2008-10-13,26.7,0.0,71,Ludhiana,train
2011-07-11,22.6,3.3,79,Bengaluru,train
2011-12-28,12.6,0.0,77,Ludhiana,train
2009-08-26,23.3,12.4,89,Hyderabad,train
2012-01-19,19.4,0.0,40,Nagpur,train
2010-02-12,17.9,2.4,77,Patna,train
2010-04-13,28.1,0.0,74,Mumbai,train
2005-04-04,30.5,0.0,36,Hyderabad,train
2024-06-09,23.5,3.3,80,Bengaluru,train
2023-12-22,16.7,0.0,73,Patna,train
2006-06-13,33.7,1.0,33,Delhi,train
2004-07-12,27.4,6.6,81,Chennai,train
2017-08-27,24.1,4.0,88,Hyderabad,train
2011-06-16,32.6,0.4,58,Ludhiana,train
2020-11-09,26.6,0.0,60,Mumbai,train
2004-01-01,18.8,0.0,46,Ahmedabad,train
2015-01-09,17.7,0.0,56,Nagpur,train
2008-11-25,20.2,0.0,44,Bhopal,train
2009-12-08,25.2,0.0,69,Mumbai,train
2012-09-06,25.3,0.1,76,Hyderabad,train
2019-03-13,24.3,0.0,31,Ahmedabad,train
2004-08-02,21.5,4.6,77,Bengaluru,train
2005-05-16,33.2,0.0,40,Ahmedabad,train
2013-10-12,26.4,1.2,83,Mumbai,train
2005-03-05,27.2,0.3,73,Chennai,train
2013-05-09,32.1,0.0,56,Patna,train
2006-12-09,21.8,0.0,64,Bhopal,train
2022-09-23,22.0,0.4,75,Bengaluru,train
2018-09-17,26.4,0.0,75,Ludhiana,train
2013-01-12,21.3,0.0,38,Hyderabad,train
2004-08-26,27.7,0.3,83,Ludhiana,train
2010-08-27,24.6,7.8,87,Hyderabad,train
2021-10-01,27.7,0.9,86,Ahmedabad,train
2014-06-06,36.3,0.0,24,Ludhiana,train
2016-02-05,14.7,0.0,58,Delhi,train
2012-03-09,19.8,0.0,17,Bhopal,train
2022-04-21,30.8,0.1,25,Bhopal,train
2006-11-29,25.1,0.2,71,Nagpur,train
2018-12-31,20.1,0.0,61,Bengaluru,train
2024-11-13,23.9,0.0,50,Bhopal,train
2007-12-08,18.1,0.0,59,Bhopal,train
2020-04-08,30.0,0.0,24,Bhopal,train
2017-08-29,24.8,20.5,94,Nagpur,train
2010-03-23,26.9,0.0,28,Bengaluru,train
2022-08-04,21.6,17.6,90,Bengaluru,train
2023-03-23,25.1,0.0,59,Hyderabad,train
2024-04-25,31.9,0.0,40,Nagpur,train
2019-11-28,18.3,22.1,83,Delhi,train
2012-12-16,25.0,0.0,69,Mumbai,train
2009-02-25,26.7,0.0,50,Ahmedabad,train
2024-01-03,24.2,0.0,65,Mumbai,train
2009-03-22,23.5,0.0,46,Delhi,train
2013-01-20,23.2,0.0,46,Hyderabad,train
2019-11-21,21.5,0.0,67,Patna,train
2021-03-16,26.7,0.0,80,Chennai,train
2012-09-08,26.4,8.7,89,Ahmedabad,train
2020-07-18,28.8,0.0,77,Chennai,train
2022-01-03,25.5,0.0,74,Chennai,train
2005-02-11,24.8,0.0,77,Chennai,train
2004-11-20,24.7,0.0,75,Chennai,train
2020-03-24,27.9,0.0,72,Chennai,train
2007-06-18,22.9,14.1,81,Bengaluru,train
2024-03-07,19.2,0.0,56,Patna,train
2014-06-05,35.9,0.0,30,Delhi,train
2014-05-13,31.5,0.3,72,Chennai,train
2010-08-07,29.5,0.9,74,Patna,train
2015-01-03,16.9,0.0,86,Bhopal,train
2008-11-20,17.0,0.6,70,Ludhiana,train
2017-07-28,26.4,2.8,80,Nagpur,train
2010-05-08,30.6,0.0,76,Mumbai,train
2019-01-11,18.7,0.0,56,Nagpur,train
2019-08-17,27.9,25.5,80,Chennai,train
2023-04-09,31.7,0.0,25,Ahmedabad,train
2023-03-10,27.1,0.0,32,Nagpur,train
2007-02-22,26.6,0.0,39,Ahmedabad,train
2020-08-19,26.6,7.6,92,Ahmedabad,train
2016-11-02,22.0,0.0,54,Bhopal,train
2024-03-30,23.3,3.7,64,Ludhiana,train
2020-12-12,21.5,0.0,68,Hyderabad,train
2006-09-23,24.8,4.6,86,Hyderabad,train
2012-11-22,25.2,0.0,62,Mumbai,train
2018-05-21,31.6,0.0,44,Hyderabad,train
2014-02-24,21.6,0.0,63,Bengaluru,train
2012-11-02,20.6,3.4,85,Bengaluru,train
2024-04-15,29.4,0.0,76,Chennai,train
2011-04-07,28.2,0.6,28,Bhopal,train
2024-03-29,32.1,0.0,29,Ahmedabad,train
2023-05-20,34.8,0.0,43,Ahmedabad,train
2015-10-14,31.3,0.0,50,Ahmedabad,train
2009-07-16,25.2,18.4,91,Bhopal,train
2021-05-15,33.0,0.0,33,Bhopal,train
2006-03-22,27.1,0.0,34,Patna,train
2014-08-03,28.9,8.2,86,Patna,train
2022-02-02,14.2,0.0,78,Delhi,train
2004-05-13,34.5,0.0,38,Delhi,train
2009-07-24,30.3,5.7,79,Patna,train
2020-01-13,19.0,0.0,59,Bhopal,train
2004-11-30,20.3,0.0,68,Patna,train
2009-03-03,29.1,0.0,49,Mumbai,train
2024-01-28,21.6,0.0,66,Bengaluru,train
2023-05-23,33.7,0.0,30,Bhopal,train
2015-12-09,16.6,0.0,81,Ludhiana,train
2023-03-28,27.7,0.0,33,Patna,train
2016-04-02,29.2,0.0,44,Ludhiana,train
2022-11-04,26.2,0.0,56,Mumbai,train
2019-06-26,31.9,0.2,63,Nagpur,train
2013-04-10,27.9,0.3,37,Delhi,train
2022-08-25,28.2,2.5,77,Chennai,train
2024-12-14,19.1,0.0,36,Nagpur,train
2016-04-20,34.7,0.0,29,Patna,train
2011-03-27,27.0,0.0,46,Patna,train
2006-06-28,25.8,2.5,80,Hyderabad,train
2020-07-21,25.2,39.9,93,Ludhiana,train
2009-01-11,25.2,0.0,68,Chennai,train
2018-05-26,34.9,0.0,17,Delhi,train
2010-06-28,32.6,0.3,65,Ahmedabad,train
2021-11-19,16.4,0.0,72,Ludhiana,train
2015-04-27,27.6,0.3,65,Patna,train
2010-09-10,28.7,4.7,87,Patna,train
2023-05-23,25.6,1.0,70,Bengaluru,train
2020-11-26,19.1,24.2,95,Bengaluru,train
2018-03-24,24.3,0.0,48,Delhi,train
2016-12-08,22.4,0.0,52,Ahmedabad,train
2011-10-18,28.2,0.4,79,Chennai,train
2010-09-29,25.4,3.9,85,Hyderabad,train
2020-04-13,32.3,0.0,28,Nagpur,train
2024-02-01,23.9,0.0,57,Hyderabad,train
2019-09-09,26.7,25.2,90,Mumbai,train
2010-03-08,26.8,0.0,33,Ahmedabad,train
2021-02-02,25.5,0.5,76,Chennai,train
2007-05-10,32.7,0.0,27,Ludhiana,train
2018-05-02,34.7,0.7,35,Nagpur,train
2008-02-01,25.7,0.2,84,Chennai,train
2009-04-21,31.7,0.0,24,Delhi,train
2004-10-20,23.2,0.0,50,Bhopal,train
2008-10-26,24.6,1.8,79,Patna,train
2007-10-19,26.1,0.0,57,Nagpur,train
2012-10-14,28.3,0.3,77,Chennai,train
2018-06-18,31.1,0.6,55,Delhi,train
2017-03-17,28.7,0.0,37,Nagpur,train
2008-08-03,27.6,8.8,89,Delhi,train
2009-03-01,18.6,0.0,40,Ludhiana,train
2011-02-02,22.8,0.0,46,Nagpur,train
2004-04-12,29.9,0.0,28,Ludhiana,train
2018-12-17,18.8,0.5,70,Hyderabad,train
2013-08-13,28.2,9.9,77,Chennai,train
2022-09-05,28.5,5.9,86,Patna,train
2011-03-06,25.4,0.0,38,Ahmedabad,train
2018-07-22,31.5,0.0,55,Chennai,train
2007-03-25,31.1,0.0,38,Hyderabad,train
2005-01-05,20.1,0.0,53,Ahmedabad,train
2014-03-24,27.6,0.0,74,Chennai,train
2004-11-18,23.1,0.0,42,Bhopal,train
2012-11-23,19.2,0.0,63,Patna,train
2004-09-04,26.1,1.6,78,Hyderabad,train
2016-03-02,27.1,0.2,60,Nagpur,train
2008-12-21,26.6,0.0,59,Mumbai,train
2011-01-18,22.7,0.0,48,Hyderabad,train
2016-11-23,21.9,0.0,53,Hyderabad,train
2009-02-22,26.9,0.0,66,Mumbai,train
2023-07-04,22.1,14.9,88,Bengaluru,train
2011-01-16,15.2,0.0,31,Bhopal,train
2022-07-03,26.7,3.6,73,Hyderabad,train
2012-08-16,22.6,1.2,78,Bengaluru,train
2016-03-14,17.8,3.4,77,Ludhiana,train
2016-03-19,29.1,0.0,62,Mumbai,train
2018-02-06,16.0,0.0,52,Delhi,train
2020-12-06,19.5,0.0,76,Patna,train
2017-03-08,24.3,0.0,38,Bhopal,train
2021-07-05,34.7,0.0,46,Delhi,train
2018-05-10,31.1,0.3,49,Hyderabad,train
2006-02-17,23.0,0.0,55,Delhi,train
2011-03-28,26.0,0.0,63,Patna,train
2007-07-01,24.8,12.5,89,Bhopal,train
2007-10-14,27.0,0.0,63,Ahmedabad,train
2009-06-29,30.5,0.4,66,Chennai,train
2013-11-08,21.1,0.0,73,Bengaluru,train
2011-04-01,26.9,0.0,44,Bengaluru,train
2018-02-16,20.3,0.0,59,Nagpur,train
2009-07-09,25.9,41.2,89,Bhopal,train
2012-11-21,26.8,0.4,79,Chennai,train
2010-09-09,28.8,0.5,75,Chennai,train
2017-08-29,29.2,1.1,72,Chennai,train
2007-06-25,29.2,0.0,75,Chennai,train
2024-02-06,12.2,0.0,75,Delhi,train
2010-08-02,27.6,5.0,85,Delhi,train
2010-12-06,19.2,0.0,65,Patna,train
2006-09-20,21.8,4.0,83,Bengaluru,train
2013-05-03,29.0,0.0,28,Ludhiana,train
2016-12-19,18.0,0.0,73,Patna,train
2005-06-24,26.9,36.1,90,Mumbai,train
2013-09-04,21.8,11.1,87,Bengaluru,train
2011-04-02,30.9,0.0,18,Nagpur,train
2017-02-25,18.8,0.0,49,Patna,train
2013-06-24,32.8,0.2,64,Ludhiana,train
2021-06-22,27.4,5.9,86,Mumbai,train
2024-01-20,23.5,0.0,61,Hyderabad,train
2016-06-10,30.1,0.0,72,Chennai,train
2016-09-15,26.3,28.0,91,Mumbai,train
2004-08-05,21.4,2.5,81,Bengaluru,train
2011-05-06,28.3,0.0,71,Mumbai,train
2010-08-11,29.2,5.6,84,Delhi,train
2008-10-26,26.4,0.0,45,Ahmedabad,train
2009-10-10,28.6,0.0,59,Ahmedabad,train
2014-09-03,26.0,8.8,84,Nagpur,train
2011-12-16,24.8,0.0,68,Chennai,train
2017-02-15,26.0,0.0,57,Ahmedabad,train
2005-04-06,30.0,0.0,44,Patna,train
2017-04-22,28.3,0.0,76,Mumbai,train
2010-10-17,28.0,2.9,85,Mumbai,train
2010-11-06,26.2,0.0,48,Ahmedabad,train
2015-05-31,33.7,0.0,44,Ahmedabad,train
2024-07-05,30.6,0.0,67,Chennai,train
2021-10-03,29.1,0.0,74,Delhi,train
2017-09-30,29.0,0.0,68,Ahmedabad,train
2007-07-28,27.8,3.0,80,Chennai,train
2012-03-05,23.7,0.0,49,Delhi,train
2010-02-23,25.3,1.2,55,Nagpur,train
2011-03-16,26.1,0.0,51,Patna,train
2009-02-19,22.8,0.0,45,Bengaluru,train
2010-09-01,28.8,0.0,72,Chennai,train
2006-04-02,28.9,0.0,42,Ahmedabad,train
2017-04-23,27.8,0.0,54,Bengaluru,train
2016-08-29,25.6,7.8,84,Hyderabad,train
2021-09-27,26.3,19.4,89,Ahmedabad,train
2005-03-12,28.5,0.6,74,Chennai,train
2017-10-12,27.1,0.5,85,Nagpur,train
2013-10-12,28.3,0.0,66,Chennai,train
2021-11-02,21.1,0.0,53,Bhopal,train
2017-09-23,25.9,0.0,79,Bhopal,train
2019-09-09,24.4,77.7,94,Bhopal,train
2016-08-26,29.3,18.0,85,Patna,train
2011-02-04,24.6,0.0,68,Chennai,train
2006-05-23,28.9,3.1,81,Mumbai,train
2007-07-11,28.9,5.0,85,Patna,train
2015-11-04,25.1,0.0,70,Patna,train
2016-12-03,18.2,0.0,62,Delhi,train
2004-06-25,29.5,0.2,49,Hyderabad,train
2017-06-28,28.7,9.6,80,Ludhiana,train
2008-04-17,27.1,0.0,43,Delhi,train
2017-02-21,27.4,0.0,32,Nagpur,train
2010-12-03,18.9,0.0,69,Bhopal,train
2017-07-07,29.9,1.7,75,Delhi,train
2011-07-01,29.6,0.9,75,Delhi,train
2006-04-22,28.5,0.0,72,Mumbai,train
2014-08-12,28.2,3.5,85,Patna,train
2008-11-17,26.7,0.8,85,Chennai,train
2020-09-07,28.5,6.0,88,Patna,train
2012-02-15,14.9,0.0,53,Delhi,train
2006-04-09,31.3,0.0,49,Hyderabad,train
2013-09-20,25.5,15.0,80,Bhopal,train
2011-09-26,27.4,0.1,68,Nagpur,train
2020-08-01,29.0,6.9,85,Ludhiana,train
2023-03-02,19.0,0.0,70,Ludhiana,train
2023-06-21,34.2,0.0,46,Nagpur,train
2013-08-21,25.9,6.0,88,Mumbai,train
2009-12-04,25.5,2.8,86,Chennai,train
2024-12-12,25.3,0.0,60,Mumbai,train
2005-02-05,15.3,1.4,66,Delhi,train
2008-07-30,30.0,0.6,77,Delhi,train
2016-10-13,25.8,0.0,78,Patna,train
2016-09-04,25.3,0.0,73,Hyderabad,train
2008-04-30,28.3,0.0,75,Mumbai,train
2004-10-18,23.1,0.0,55,Bhopal,train
2011-08-27,26.8,10.1,88,Ahmedabad,train
2005-10-25,24.4,0.7,83,Patna,train
2024-07-13,27.4,16.3,83,Nagpur,train
2007-07-27,26.9,15.7,86,Nagpur,train
2021-05-18,32.5,2.3,53,Nagpur,train
2004-06-03,30.2,0.0,70,Mumbai,train
2020-12-03,18.8,0.0,73,Patna,train
2008-08-07,26.0,1.3,83,Nagpur,train
2017-02-06,23.9,0.0,51,Hyderabad,train
2021-09-04,25.3,10.3,90,Bhopal,train
2005-09-19,25.8,21.6,89,Mumbai,train
2022-09-13,22.2,1.2,84,Bengaluru,train
2016-08-25,26.4,2.2,76,Hyderabad,train
2019-07-13,27.4,0.2,69,Hyderabad,train
2005-01-11,21.3,0.0,49,Bengaluru,train
2023-07-21,31.0,0.7,80,Ludhiana,train
2012-02-27,23.3,0.0,25,Bengaluru,train
2008-12-14,22.3,0.0,71,Hyderabad,train
2011-03-18,27.9,0.0,36,Hyderabad,train
2012-04-04,26.5,0.0,36,Bengaluru,train
2013-09-06,27.0,0.2,73,Nagpur,train
2005-03-25,25.1,0.0,51,Patna,train
2024-04-15,29.5,0.0,49,Bhopal,train
2020-03-01,26.8,0.2,71,Chennai,train
2023-08-02,30.1,1.2,81,Ludhiana,train
2015-08-21,27.5,0.0,71,Nagpur,train
2009-06-11,29.6,0.2,69,Mumbai,train
2020-11-02,21.1,0.0,36,Ludhiana,train
2023-05-15,34.1,0.0,25,Bhopal,train
2023-07-19,26.6,15.4,90,Nagpur,train
2018-08-19,26.1,6.6,88,Mumbai,train
2018-09-06,23.2,7.5,90,Bhopal,train
2019-08-30,22.9,1.5,80,Bengaluru,train
2024-07-29,26.5,11.8,84,Nagpur,train
2020-09-01,26.5,0.6,77,Hyderabad,train
2014-09-18,28.7,0.0,71,Ludhiana,train
2014-08-20,29.5,1.1,82,Patna,train
2010-08-31,23.1,15.2,88,Hyderabad,train
2016-02-24,22.2,0.0,31,Bhopal,train
2008-02-01,23.0,0.0,64,Bengaluru,train
2008-07-23,27.7,0.0,71,Bhopal,train
2007-12-24,24.1,0.0,33,Hyderabad,train
2007-07-19,28.7,0.1,73,Nagpur,train
2011-08-10,26.6,0.9,79,Nagpur,train
2019-08-19,27.7,12.3,85,Chennai,train
2014-03-21,28.4,0.0,39,Nagpur,train
2015-10-29,28.6,0.0,66,Mumbai,train
2006-01-23,21.9,0.0,60,Mumbai,train
2022-04-18,34.7,0.0,19,Nagpur,train
2024-05-20,33.0,10.5,47,Nagpur,train
2010-01-05,19.6,0.0,56,Nagpur,train
2014-11-28,19.5,0.0,61,Bengaluru,train
2017-05-23,34.1,0.0,50,Patna,train
2004-12-11,16.4,0.0,65,Delhi,train
2016-05-02,33.3,0.3,38,Ahmedabad,train
2006-03-26,20.3,3.7,69,Ludhiana,train
2023-01-02,22.5,0.0,70,Mumbai,train
2004-09-19,22.8,1.6,80,Bengaluru,train
2009-12-28,20.5,0.0,41,Ahmedabad,train
2015-02-20,24.7,0.0,73,Mumbai,train
2019-12-07,14.1,0.0,81,Ludhiana,train
2022-08-10,30.3,0.0,81,Ludhiana,train
2006-09-03,27.0,0.5,79,Delhi,train
2018-09-03,25.3,0.0,76,Hyderabad,train
2009-10-15,28.2,0.0,69,Chennai,train
2011-03-26,27.4,0.0,71,Mumbai,train
2008-07-21,26.6,2.5,87,Mumbai,train
2018-08-22,28.8,1.9,89,Ludhiana,train
2007-03-05,28.8,0.0,45,Mumbai,train
2006-11-29,17.0,0.0,48,Delhi,train
2020-10-30,22.4,0.0,46,Delhi,train
2004-04-05,28.4,0.0,76,Mumbai,train
2019-04-23,29.7,0.2,55,Patna,train
2013-11-15,16.5,0.0,60,Ludhiana,train
2018-08-18,25.6,11.9,90,Mumbai,train
2012-11-11,21.7,0.0,75,Bengaluru,train
2014-04-04,24.6,0.0,49,Delhi,train
2016-06-06,29.3,2.5,80,Chennai,train
2007-02-03,16.9,0.0,67,Ludhiana,train
2006-07-02,32.8,0.0,61,Ludhiana,train
2004-01-18,23.8,0.0,74,Mumbai,train
2018-11-29,20.3,0.0,61,Bhopal,train
2013-06-24,30.5,4.8,74,Patna,train
2008-01-26,19.6,0.0,50,Nagpur,train
2009-04-16,32.1,0.0,31,Hyderabad,train
2014-11-19,19.7,0.0,71,Patna,train
2019-12-04,15.3,0.0,72,Delhi,train
2008-03-30,29.7,0.0,21,Bhopal,train
2008-10-21,24.9,0.0,55,Delhi,train
2016-10-29,23.7,0.0,53,Ludhiana,train
2010-11-06,22.6,0.0,67,Delhi,train
2021-06-30,29.7,1.4,79,Chennai,train
2006-02-24,26.8,0.0,41,Ahmedabad,train
2021-03-23,24.7,0.5,49,Delhi,train
2014-09-21,29.0,1.1,75,Chennai,train
2024-07-31,26.1,9.5,88,Bhopal,train
2016-08-02,23.8,19.8,95,Bhopal,train
2020-10-28,25.0,0.0,65,Nagpur,train
2006-06-01,32.5,0.0,49,Bhopal,train
2013-01-04,15.6,0.0,53,Bhopal,train
2023-02-19,22.7,0.0,65,Patna,train
2006-10-19,26.5,0.0,59,Nagpur,train
2016-01-05,24.7,0.0,76,Chennai,train
2004-12-12,25.3,1.5,75,Chennai,train
2007-03-02,27.3,0.0,75,Chennai,train
2014-05-19,27.7,0.3,54,Bengaluru,train
2020-01-29,18.2,0.2,84,Patna,train
2019-09-18,26.7,16.5,91,Mumbai,train
2023-09-17,26.7,0.5,80,Nagpur,train
2018-02-06,24.4,0.0,63,Mumbai,train
2007-02-22,24.8,0.0,33,Nagpur,train
