time,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,city,split
2014-04-16,27.2,0.0,74,Mumbai,train
2020-12-07,19.6,0.0,78,Patna,train
2017-10-19,27.9,2.2,83,Patna,train
2018-01-21,18.6,0.0,55,Bhopal,train
2006-09-10,27.7,0.3,85,Mumbai,train
2006-04-26,26.9,0.0,55,Bengaluru,train
2012-07-13,28.6,3.1,77,Nagpur,train
2019-12-20,20.4,0.0,75,Bengaluru,train
2018-08-20,29.6,7.3,81,Patna,train
2023-04-08,24.4,0.0,34,Delhi,train
2012-09-03,26.1,14.5,91,Ludhiana,train
2022-08-10,25.1,0.3,74,Hyderabad,train
2011-03-24,27.2,0.0,73,Chennai,train
2020-01-03,19.1,3.2,85,Nagpur,train
2004-07-24,26.4,11.5,86,Nagpur,train
2006-08-11,30.0,0.0,73,Delhi,train
2005-07-07,29.0,1.5,75,Ahmedabad,train
2013-05-05,31.7,0.0,45,Ahmedabad,train
2007-03-13,25.4,0.0,47,Bhopal,train
2005-11-19,20.9,0.0,58,Hyderabad,train
2006-07-20,23.0,37.1,95,Bhopal,train
2014-04-05,30.2,0.0,34,Ahmedabad,train
2016-11-02,23.1,0.0,64,Ludhiana,train
2015-10-05,27.4,4.0,83,Chennai,train
2005-05-03,31.0,0.2,28,Bhopal,train
2024-11-16,22.9,0.0,48,Bhopal,train
2020-09-07,26.7,2.7,80,Hyderabad,train
2006-08-30,24.2,14.8,85,Bhopal,train
2022-04-30,29.3,0.0,77,Mumbai,train
2005-02-24,26.7,0.0,72,Chennai,train
2011-11-03,23.6,0.0,56,Delhi,train
2018-04-26,33.2,0.0,17,Nagpur,train
2012-10-09,25.2,30.4,91,Patna,train
2017-11-07,20.9,1.8,85,Bengaluru,train
2006-07-25,26.2,11.5,91,Mumbai,train
2023-08-31,29.2,3.6,76,Chennai,train
2023-05-09,29.4,0.1,81,Chennai,train
2007-03-08,18.5,0.0,57,Delhi,train
2007-08-16,26.7,5.1,86,Mumbai,train
2013-07-20,23.9,1.7,83,Hyderabad,train
2010-09-08,26.7,5.4,91,Delhi,train
2015-07-25,26.9,6.0,88,Mumbai,train
2014-02-09,24.9,0.0,38,Hyderabad,train
2020-06-17,23.4,0.4,80,Bengaluru,train
2014-02-11,19.3,0.0,51,Ahmedabad,train
2007-09-28,27.5,0.0,81,Ahmedabad,train
2010-04-25,33.0,0.0,17,Bhopal,train
2024-12-06,26.2,1.8,90,Chennai,train
2024-05-13,29.4,1.6,58,Hyderabad,train
2012-04-07,28.2,0.0,59,Patna,train
2017-04-15,35.0,0.0,15,Nagpur,train
2011-12-25,20.5,0.0,49,Nagpur,train
2016-02-02,24.3,0.0,45,Nagpur,train
2007-08-06,25.3,13.2,86,Nagpur,train
2005-10-01,27.5,0.7,83,Patna,train
2024-06-14,32.5,0.3,58,Nagpur,train
2006-08-23,24.9,2.3,84,Bhopal,train
2012-07-17,26.4,10.6,90,Mumbai,train
2006-12-02,17.7,0.0,52,Patna,train
2020-05-06,26.5,0.0,75,Patna,train
2004-04-16,32.6,0.0,23,Delhi,train
2012-11-24,21.8,0.0,75,Bengaluru,train
2011-04-27,29.1,0.0,74,Mumbai,train
2024-10-03,28.9,0.0,65,Ludhiana,train
2021-01-28,10.9,0.0,80,Ludhiana,train
2018-09-01,23.7,11.8,91,Bhopal,train
2011-02-28,21.2,0.0,40,Patna,train
2010-08-04,21.9,8.0,83,Bengaluru,train
2018-06-15,27.3,7.9,88,Mumbai,train
2016-10-30,24.5,0.0,55,Ahmedabad,train
2015-07-03,23.1,3.5,78,Bengaluru,train
2013-03-17,24.9,0.0,43,Patna,train
2024-01-13,8.9,0.0,90,Ludhiana,train
2004-09-29,29.2,1.1,79,Ahmedabad,train
2005-03-20,28.2,0.0,64,Mumbai,train
2009-12-15,23.9,0.0,49,Ahmedabad,train
2015-08-19,27.3,0.8,85,Mumbai,train
2012-04-14,30.3,0.0,41,Hyderabad,train
2008-12-07,22.2,0.0,42,Nagpur,train
2010-05-02,25.5,4.2,72,Bengaluru,train
2009-08-10,28.2,0.3,75,Ahmedabad,train
2022-08-28,27.4,15.8,89,Patna,train
2023-10-06,27.7,0.3,83,Patna,train
2022-05-26,30.1,0.0,64,Mumbai,train
2008-11-26,18.4,0.0,66,Delhi,train
2010-05-02,31.7,0.0,30,Ludhiana,train
2014-03-11,25.1,0.0,71,Mumbai,train
2006-08-26,26.1,6.5,88,Mumbai,train
2004-04-15,31.2,0.0,20,Ludhiana,train
2004-08-08,25.9,24.8,89,Mumbai,train
2015-06-10,33.7,3.7,49,Nagpur,train
2009-04-06,31.9,0.0,26,Ahmedabad,train
2009-01-15,23.9,0.0,54,Nagpur,train
2021-12-25,12.5,0.0,81,Ludhiana,train
2009-07-04,21.3,10.7,87,Bengaluru,train
2006-09-30,25.7,5.3,70,Bhopal,train
2010-02-27,26.0,0.0,38,Nagpur,train
2005-08-18,22.7,0.0,73,Bengaluru,train
2019-01-10,21.6,0.0,62,Mumbai,train
2019-08-24,21.8,4.2,86,Bengaluru,train
2006-08-15,25.9,0.4,73,Hyderabad,train
2017-02-25,24.0,0.0,32,Ahmedabad,train
2017-10-31,23.5,0.0,60,Nagpur,train
2007-03-31,31.0,0.0,27,Bhopal,train
2008-04-18,34.3,0.0,18,Nagpur,train
2016-03-03,25.7,0.0,50,Patna,train
2016-06-09,34.6,1.2,38,Bhopal,train
2018-03-21,27.5,0.0,77,Chennai,train
2007-11-07,26.4,0.0,57,Ahmedabad,train
2011-07-20,27.5,20.6,91,Patna,train
2019-08-23,27.6,2.1,81,Ahmedabad,train
2021-12-19,18.0,0.0,47,Nagpur,train
2007-02-12,21.3,0.0,55,Ahmedabad,train
2009-01-06,23.1,0.0,57,Nagpur,train
2010-12-25,17.9,0.0,71,Bengaluru,train
2020-09-22,25.8,26.2,91,Nagpur,train
2005-07-26,29.4,0.8,61,Chennai,train
2024-01-02,8.4,0.0,92,Ludhiana,train
2021-10-29,22.9,0.0,55,Nagpur,train
2021-08-30,26.4,25.4,90,Nagpur,train
2017-10-02,26.8,0.0,66,Ludhiana,train
2017-03-28,27.8,0.0,74,Mumbai,train
2024-06-04,28.8,7.4,68,Hyderabad,train
2015-04-18,27.8,0.0,55,Hyderabad,train
2013-10-14,25.7,0.1,77,Hyderabad,train
2008-02-01,14.2,0.0,60,Patna,train
2018-11-16,26.9,2.9,84,Chennai,train
2008-10-13,27.5,0.0,65,Delhi,train
2023-11-22,24.7,0.0,46,Ahmedabad,train
2023-02-17,26.4,0.0,32,Ahmedabad,train
2020-05-31,30.8,0.0,74,Chennai,train
2021-09-11,25.3,0.4,78,Hyderabad,train
2015-03-12,18.5,0.0,67,Delhi,train
2004-06-06,32.8,0.9,49,Ludhiana,train
2008-06-01,23.0,11.2,83,Bengaluru,train
2004-03-18,28.1,0.0,74,Chennai,train
2015-02-12,22.4,0.0,58,Bengaluru,train
2019-12-21,11.0,0.0,90,Ludhiana,train
2005-11-29,16.5,0.0,55,Ludhiana,train
2008-08-04,26.7,14.8,90,Ludhiana,train
2015-07-21,27.6,0.0,65,Hyderabad,train
2012-06-02,26.3,0.0,61,Bengaluru,train
2019-07-13,34.1,0.0,47,Delhi,train
2005-03-29,30.7,0.0,36,Hyderabad,train
2017-10-25,25.2,0.0,41,Bhopal,train
2024-10-01,26.7,0.0,78,Bhopal,train
2014-08-09,25.4,0.2,78,Bhopal,train
2007-07-22,26.2,7.6,80,Hyderabad,train
2004-02-26,26.1,0.0,38,Ahmedabad,train
2019-09-29,25.6,5.9,89,Nagpur,train
2009-05-05,26.7,0.5,49,Ludhiana,train
2006-02-15,23.6,0.0,36,Ahmedabad,train
2017-04-27,32.6,0.0,24,Patna,train
2007-06-11,36.8,0.0,43,Delhi,train
2024-05-14,31.3,0.0,64,Mumbai,train
2022-01-17,18.7,0.0,72,Nagpur,train
2005-08-01,30.2,7.0,78,Delhi,train
2019-07-22,27.7,5.1,88,Mumbai,train
2014-10-08,26.1,0.4,72,Hyderabad,train
2011-07-08,26.1,0.3,73,Hyderabad,train
2010-11-23,18.7,0.2,69,Delhi,train
2013-05-23,33.1,0.0,46,Ahmedabad,train
2015-03-28,30.7,0.0,33,Nagpur,train
2004-06-28,29.2,0.0,63,Bhopal,train
2007-05-27,32.8,10.3,61,Patna,train
2024-10-02,28.8,0.0,74,Nagpur,train
2016-02-09,21.7,0.0,43,Ahmedabad,train
2005-11-25,21.0,0.0,57,Nagpur,train
2023-07-18,25.8,32.9,90,Bhopal,train
2012-05-03,26.0,0.0,65,Bengaluru,train
2021-01-20,22.1,0.0,62,Hyderabad,train
2018-09-01,24.8,11.4,89,Nagpur,train
2014-08-29,26.5,2.2,82,Bhopal,train
2020-05-06,28.6,0.0,45,Delhi,train
2013-10-17,28.1,1.0,84,Mumbai,train
2024-05-09,35.7,0.0,33,Ahmedabad,train
2007-06-10,39.5,0.0,28,Delhi,train
2013-08-03,29.3,0.1,76,Ludhiana,train
2018-09-20,28.2,9.0,86,Patna,train
2016-02-15,25.7,0.0,72,Chennai,train
2015-01-11,11.7,0.0,84,Delhi,train
2019-12-10,12.7,0.0,82,Ludhiana,train
2010-08-03,26.3,43.4,91,Mumbai,train
2014-03-11,26.8,0.0,67,Chennai,train
2014-03-08,16.3,0.0,69,Ludhiana,train
2021-04-02,27.8,0.0,22,Patna,train
2015-11-23,25.2,0.0,65,Hyderabad,train
2023-01-11,11.5,0.7,92,Ludhiana,train
2008-03-24,27.0,4.6,84,Chennai,train
2009-03-26,26.7,0.0,77,Chennai,train
2017-04-20,32.6,0.2,27,Ludhiana,train
2018-04-11,28.9,1.8,78,Chennai,train
2009-03-21,28.0,0.2,46,Ahmedabad,train
2016-01-17,24.1,0.0,42,Hyderabad,train
2012-01-06,14.6,8.8,81,Delhi,train
2016-03-08,26.1,0.0,38,Ahmedabad,train
2010-02-05,24.5,0.0,74,Mumbai,train
2012-07-30,24.1,3.3,80,Hyderabad,train
2024-06-22,33.7,0.0,51,Delhi,train
2017-02-15,27.0,0.0,50,Mumbai,train
2018-12-25,24.1,0.0,66,Mumbai,train
2018-02-07,23.0,0.3,53,Hyderabad,train
2014-02-09,11.4,0.0,75,Ludhiana,train
2017-09-25,28.8,0.0,82,Patna,train
2006-08-24,23.6,5.3,86,Bhopal,train
2016-10-17,26.0,0.0,48,Ludhiana,train
2019-03-30,24.0,0.0,59,Ludhiana,train
2006-08-31,22.4,94.6,97,Bhopal,train
2012-01-23,19.9,0.0,46,Ahmedabad,train
2020-06-17,28.3,20.7,86,Patna,train
2008-02-11,15.7,0.0,38,Bhopal,train
2005-04-12,30.3,0.0,14,Nagpur,train
2010-09-27,28.5,7.4,84,Mumbai,train
2023-06-23,27.1,11.2,72,Hyderabad,train
2005-07-23,27.7,1.7,74,Nagpur,train
2019-04-29,34.6,0.0,13,Bhopal,train
2009-01-18,22.8,0.0,57,Hyderabad,train
2017-01-19,10.2,0.0,80,Ludhiana,train
2011-08-10,27.0,14.5,89,Patna,train
2005-11-13,19.9,0.0,62,Hyderabad,train
2019-04-06,27.1,0.0,80,Mumbai,train
2013-03-18,27.4,0.0,69,Mumbai,train
2022-08-15,22.5,0.0,78,Bengaluru,train
2010-06-28,29.4,0.1,61,Hyderabad,train
2007-11-13,19.8,0.0,68,Bengaluru,train
2012-03-21,28.0,0.0,48,Mumbai,train
2010-11-13,22.0,5.5,69,Delhi,train
2014-05-23,33.7,0.0,30,Delhi,train
2006-01-21,20.2,0.0,37,Bhopal,train
2016-07-09,30.5,1.3,76,Delhi,train
2004-08-11,24.6,8.1,87,Nagpur,train
2024-12-18,21.6,0.3,78,Bengaluru,train
2012-09-01,29.7,0.0,65,Chennai,train
2004-04-15,33.4,0.0,26,Hyderabad,train
2007-09-05,25.3,4.1,81,Hyderabad,train
2010-09-27,28.4,0.0,81,Patna,train
2022-10-08,22.1,0.1,75,Bengaluru,train
2017-09-06,25.6,7.5,87,Hyderabad,train
2015-10-24,28.1,0.0,70,Chennai,train
2009-08-03,26.9,6.3,84,Mumbai,train
2022-07-20,28.3,0.7,79,Ahmedabad,train
2009-11-21,25.7,4.4,89,Chennai,train
2012-05-07,26.2,0.0,50,Bengaluru,train
2024-07-03,30.1,15.2,80,Ludhiana,train
2016-06-29,27.8,7.7,84,Nagpur,train
2008-01-04,23.6,0.0,68,Mumbai,train
2011-11-12,22.2,0.0,59,Ludhiana,train
2019-12-21,21.4,0.0,76,Bengaluru,train
2008-10-13,21.7,1.8,84,Bengaluru,train
2023-02-10,22.0,0.0,46,Bhopal,train
2010-01-06,20.3,0.0,62,Bengaluru,train
2020-03-01,22.6,2.8,58,Bhopal,train
2008-03-29,28.1,0.0,60,Nagpur,train
2006-02-07,16.2,0.0,72,Ludhiana,train
2009-09-16,27.7,0.0,74,Ahmedabad,train
2012-03-25,26.9,0.0,73,Chennai,train
2008-06-21,30.1,0.0,64,Ahmedabad,train
2024-11-17,22.9,0.0,47,Bhopal,train
2004-04-09,31.4,0.0,32,Bhopal,train
2004-11-18,21.5,0.0,68,Patna,train
2018-05-02,27.4,0.0,66,Patna,train
2023-11-11,21.9,0.0,67,Bengaluru,train
2024-07-04,29.9,0.5,79,Ahmedabad,train
2018-05-15,34.7,0.0,35,Ahmedabad,train
2018-04-17,26.6,0.6,44,Ludhiana,train
2016-06-21,32.4,2.9,55,Ahmedabad,train
2012-06-03,25.4,1.0,69,Bengaluru,train
2015-03-05,19.4,0.0,55,Bhopal,train
2014-07-01,28.3,2.7,82,Mumbai,train
2012-02-12,16.5,0.0,60,Patna,train
2015-05-09,32.4,0.0,31,Ludhiana,train
2024-08-30,28.0,5.0,75,Chennai,train
2009-08-28,24.0,36.8,95,Bhopal,train
2006-06-17,28.1,3.7,85,Mumbai,train
2013-06-17,26.4,76.9,91,Mumbai,train
2008-04-25,33.4,0.0,17,Delhi,train
2021-10-31,22.2,0.0,51,Delhi,train
2008-05-06,30.3,0.0,58,Ahmedabad,train
2016-08-12,26.4,7.9,89,Mumbai,train
2006-06-25,31.1,3.3,68,Ahmedabad,train
2017-11-26,21.5,0.0,50,Nagpur,train
2022-08-30,27.7,5.3,82,Chennai,train
2015-03-21,22.0,0.0,69,Delhi,train
2022-11-14,23.1,0.0,65,Hyderabad,train
2013-02-04,15.3,17.7,80,Ludhiana,train
2004-10-30,24.1,82.7,94,Chennai,train
2023-01-19,22.0,0.0,59,Nagpur,train
2012-02-05,22.4,0.0,40,Nagpur,train
2018-02-10,22.9,3.0,68,Bengaluru,train
2019-03-16,28.7,0.0,28,Hyderabad,train
2011-08-29,28.9,0.0,64,Chennai,train
2007-12-22,21.5,0.0,56,Ahmedabad,train
2005-09-09,27.6,11.6,88,Ahmedabad,train
2012-03-08,15.8,0.0,42,Ludhiana,train
2015-08-28,26.5,13.2,87,Nagpur,train
2006-06-30,29.4,1.2,78,Delhi,train
2016-07-20,26.1,14.3,89,Mumbai,train
2020-06-14,27.4,2.4,73,Hyderabad,train
2008-02-01,9.9,0.0,66,Ludhiana,train
2004-10-23,23.8,0.0,73,Patna,train
2008-04-03,29.3,0.0,37,Nagpur,train
2019-12-09,20.9,0.0,65,Nagpur,train
2011-07-28,29.2,11.0,87,Patna,train
2017-08-15,28.7,1.3,83,Ludhiana,train
2013-08-16,26.7,7.2,85,Nagpur,train
2010-03-08,26.1,0.0,41,Patna,train
2012-07-17,27.1,0.9,77,Bhopal,train
2010-07-14,28.4,2.8,84,Patna,train
2008-03-14,28.9,0.0,32,Nagpur,train
2014-06-02,31.8,3.4,72,Chennai,train
2013-01-13,16.3,0.0,77,Delhi,train
2009-12-24,21.1,0.0,34,Hyderabad,train
2013-04-01,28.2,0.0,40,Patna,train
2019-09-15,26.5,3.5,85,Nagpur,train
2024-10-19,26.8,8.0,87,Chennai,train
2004-08-29,26.8,4.0,83,Mumbai,train
2017-09-29,29.0,0.0,64,Delhi,train
2008-10-28,25.9,0.0,70,Chennai,train
2022-12-27,11.9,0.0,79,Delhi,train
2007-12-31,22.0,0.0,43,Nagpur,train
2024-01-26,11.4,0.0,84,Delhi,train
2006-01-01,17.6,0.0,76,Bengaluru,train
2013-08-07,27.3,6.5,88,Delhi,train
2009-03-01,22.1,0.0,34,Patna,train
2014-06-15,29.0,0.2,61,Hyderabad,train
2020-10-12,29.1,0.0,52,Ahmedabad,train
2010-06-20,30.6,1.2,77,Patna,train
2019-04-14,29.3,0.0,75,Chennai,train
2011-05-16,32.7,0.0,34,Ludhiana,train
2021-02-15,25.5,0.0,42,Nagpur,train
2008-02-16,24.0,0.0,28,Nagpur,train
2021-07-24,25.7,0.2,77,Hyderabad,train
2007-10-22,24.8,0.0,74,Patna,train
2013-09-06,28.6,0.0,65,Delhi,train
2022-03-09,27.3,0.0,37,Nagpur,train
2019-10-02,25.2,1.9,82,Bhopal,train
2015-06-13,30.9,0.4,68,Chennai,train
2018-08-03,26.6,0.5,68,Hyderabad,train
2023-01-13,19.0,0.0,65,Bhopal,train
2005-09-20,26.7,2.0,79,Nagpur,train
2014-06-05,35.5,0.0,25,Ludhiana,train
2021-04-11,29.1,0.0,20,Delhi,train
2015-12-02,28.0,0.0,66,Mumbai,train
2020-07-19,28.6,31.4,91,Patna,train
2014-06-13,32.5,0.3,54,Chennai,train
2024-07-26,31.2,4.6,57,Chennai,train
2005-06-22,30.2,1.8,57,Chennai,train
2015-10-30,23.3,0.0,76,Bengaluru,train
2008-04-03,27.8,1.9,47,Patna,train
2005-03-29,29.2,0.0,27,Bhopal,train
2005-09-28,27.2,0.3,71,Ludhiana,train
2004-01-12,13.7,0.0,82,Ludhiana,train
2021-02-22,18.3,0.0,79,Ludhiana,train
2018-07-02,28.0,37.3,82,Chennai,train
2014-05-06,24.9,7.7,73,Bengaluru,train
2007-08-29,22.2,6.3,85,Bengaluru,train
2014-06-13,32.4,0.4,41,Bhopal,train
2016-09-24,22.6,12.7,98,Hyderabad,train
2016-05-12,32.0,0.0,48,Hyderabad,train
2005-06-26,28.7,35.7,88,Delhi,train
2007-07-28,25.7,16.6,90,Bhopal,train
2023-10-03,27.3,0.1,83,Mumbai,train
2004-02-27,24.2,0.0,37,Bengaluru,train
2012-02-14,21.5,0.0,49,Bhopal,train
2019-11-17,25.9,0.0,57,Ahmedabad,train
2012-09-24,25.8,0.0,74,Delhi,train
2016-07-05,28.8,1.3,73,Chennai,train
2012-09-05,28.5,0.0,75,Delhi,train
2017-08-12,27.5,1.5,79,Ahmedabad,train
2009-05-11,27.3,0.0,58,Bengaluru,train
2013-02-11,26.4,0.0,66,Chennai,train
2006-02-03,19.1,0.0,65,Bengaluru,train
2007-02-28,26.1,0.0,71,Chennai,train
2017-07-23,24.6,5.0,85,Bhopal,train
2019-06-02,34.8,0.0,49,Ahmedabad,train
2021-06-30,36.9,0.0,30,Delhi,train
2015-10-02,29.2,0.0,75,Patna,train
2020-01-22,18.0,3.8,87,Bhopal,train
2005-09-28,26.1,0.3,85,Ahmedabad,train
2019-07-02,26.2,40.6,90,Nagpur,train
2015-06-15,30.7,0.5,57,Ludhiana,train
2021-05-22,28.9,2.6,77,Chennai,train
2007-08-15,28.5,5.3,85,Ludhiana,train
2020-02-22,24.3,0.0,30,Ahmedabad,train
2007-04-09,26.8,0.0,55,Bengaluru,train
2010-12-09,21.0,0.3,82,Bengaluru,train
2013-04-14,29.8,0.1,73,Chennai,train
2018-10-02,25.7,0.0,78,Ludhiana,train
2007-07-25,28.6,5.1,85,Ludhiana,train
2009-03-23,27.0,0.0,27,Bhopal,train
2012-03-26,27.1,0.0,66,Mumbai,train
2019-12-23,11.8,0.0,82,Delhi,train
2017-09-17,26.8,14.8,87,Chennai,train
2019-12-22,10.6,0.0,92,Ludhiana,train
2018-01-28,19.7,0.0,46,Nagpur,train
2017-02-28,20.3,0.0,53,Patna,train
2019-03-14,23.9,0.0,35,Ahmedabad,train
2023-10-02,29.6,0.3,73,Chennai,train
2016-01-22,25.5,1.0,78,Chennai,train
2012-10-15,28.0,0.0,74,Mumbai,train
2019-09-05,26.6,9.6,88,Nagpur,train
2006-11-29,23.2,0.0,38,Ahmedabad,train
2005-04-03,30.3,0.1,46,Hyderabad,train
2019-11-05,22.9,0.0,57,Delhi,train
2006-02-26,28.0,0.0,23,Hyderabad,train
2016-07-09,29.3,0.7,72,Ahmedabad,train
2024-06-28,32.4,1.1,67,Patna,train
2010-08-17,25.7,4.8,85,Hyderabad,train
2019-11-04,21.4,0.0,73,Ludhiana,train
2022-07-23,27.7,5.5,83,Chennai,train
2016-12-08,21.9,0.0,69,Bengaluru,train
2023-08-08,27.4,0.2,72,Nagpur,train
2011-11-17,20.7,0.0,71,Bengaluru,train
2011-04-25,27.5,3.4,83,Chennai,train
2014-12-18,26.1,0.0,74,Chennai,train
2012-08-07,29.1,1.0,71,Ahmedabad,train
2010-11-09,21.4,0.0,71,Ludhiana,train
2008-02-29,26.4,0.0,40,Hyderabad,train
2013-09-30,26.9,0.1,74,Nagpur,train
2014-01-03,25.2,0.0,68,Chennai,train
2024-06-19,37.0,0.8,35,Delhi,train
2005-07-20,28.2,2.3,82,Nagpur,train
2015-03-26,30.7,0.0,28,Nagpur,train
2023-12-27,22.0,0.0,65,Ahmedabad,train
2014-06-08,32.6,0.3,53,Hyderabad,train
2017-04-19,32.9,0.0,29,Ludhiana,train
2011-02-26,14.5,5.2,75,Ludhiana,train
2011-08-24,24.3,14.0,90,Hyderabad,train
2022-01-01,20.8,2.3,80,Bengaluru,train
2011-04-14,32.1,0.0,35,Ahmedabad,train
2014-09-06,25.3,16.5,87,Nagpur,train
2015-02-27,23.6,0.0,65,Mumbai,train
2019-07-03,33.7,1.6,56,Delhi,train
2018-12-11,22.5,0.0,56,Ahmedabad,train
2011-07-26,26.3,12.4,90,Mumbai,train
2017-09-25,26.3,0.6,80,Bhopal,train
2019-01-05,16.0,0.0,71,Patna,train
2012-12-05,21.6,1.2,81,Bengaluru,train
2009-02-08,25.1,0.0,35,Nagpur,train
2013-04-10,34.2,0.0,30,Nagpur,train
2006-09-20,28.7,3.6,74,Chennai,train
2018-10-12,28.6,0.0,85,Mumbai,train
2007-04-12,31.7,0.0,20,Bhopal,train
2006-02-09,22.6,0.0,31,Bhopal,train
2016-03-20,29.8,0.0,36,Ahmedabad,train
2015-05-19,31.1,0.0,71,Chennai,train
2012-04-16,29.8,0.0,72,Chennai,train
2014-06-18,35.5,0.0,43,Delhi,train
2018-06-17,31.7,0.2,58,Delhi,train
2020-11-09,21.2,0.0,50,Nagpur,train
2019-08-11,22.9,0.6,77,Bengaluru,train
2021-09-29,25.6,1.3,80,Bhopal,train
2011-03-07,25.2,0.0,73,Chennai,train
2018-10-25,28.0,0.0,50,Ahmedabad,train
2017-03-02,26.5,0.0,55,Mumbai,train
2006-03-31,28.2,0.0,24,Ahmedabad,train
2009-03-20,26.3,0.0,36,Bengaluru,train
2022-03-04,27.1,0.3,69,Chennai,train
2004-10-08,24.7,4.3,83,Hyderabad,train
2016-06-26,28.3,0.0,70,Chennai,train
2012-03-21,28.1,0.0,48,Patna,train
2006-07-19,28.7,13.4,85,Patna,train
2014-10-11,29.4,0.1,82,Mumbai,train
2024-02-29,26.1,0.0,45,Hyderabad,train
2023-09-17,25.9,0.1,76,Hyderabad,train
2011-03-25,27.3,0.0,26,Bhopal,train
2013-11-27,22.0,0.0,47,Nagpur,train
2012-01-05,25.8,0.0,58,Hyderabad,train
2024-06-27,25.0,28.0,86,Hyderabad,train
2011-01-07,17.3,0.0,41,Nagpur,train
2013-01-06,6.2,0.0,88,Ludhiana,train
2020-08-06,30.9,0.1,71,Delhi,train
2006-03-30,29.6,0.0,50,Mumbai,train
2009-06-12,32.4,0.0,54,Ahmedabad,train
2019-09-20,28.1,10.4,85,Ahmedabad,train
2006-12-08,21.6,0.0,68,Patna,train
2018-02-22,18.1,0.0,76,Ludhiana,train
2012-01-30,11.0,0.0,72,Ludhiana,train
2021-03-10,29.3,0.0,28,Ahmedabad,train
2009-08-27,29.0,0.9,77,Delhi,train
2017-07-21,23.6,1.7,72,Bengaluru,train
2004-08-13,29.3,4.0,80,Delhi,train
2022-10-25,25.9,0.0,61,Chennai,train
2013-07-13,24.5,7.4,89,Nagpur,train
2014-10-02,27.6,0.0,64,Nagpur,train
2022-07-30,26.2,20.1,91,Ludhiana,train
2013-03-02,28.4,0.0,42,Mumbai,train
2019-07-14,27.3,2.3,71,Hyderabad,train
2016-08-05,28.9,0.4,64,Chennai,train
2019-12-20,20.5,0.0,74,Nagpur,train
2008-02-18,21.9,0.0,51,Bengaluru,train
2005-11-21,19.5,0.0,48,Delhi,train
2011-04-04,27.3,0.0,28,Bhopal,train
2015-08-19,29.2,0.4,76,Chennai,train
2020-02-12,22.1,0.2,78,Hyderabad,train
2017-03-08,25.7,0.4,58,Bengaluru,train
2010-12-04,22.9,0.0,58,Ahmedabad,train
2022-02-09,21.8,0.0,63,Bengaluru,train
2006-06-07,28.6,0.1,56,Hyderabad,train
2017-07-11,29.8,3.9,78,Ludhiana,train
2024-08-15,29.7,8.8,81,Ludhiana,train
2023-02-18,22.3,0.0,62,Patna,train
2021-03-24,21.3,0.0,50,Ludhiana,train
2020-06-13,30.0,3.3,74,Patna,train
2019-04-23,32.7,0.0,20,Bhopal,train
2021-08-10,29.7,6.5,76,Chennai,train
2014-03-02,21.2,0.0,67,Nagpur,train
2014-03-15,27.9,0.0,43,Hyderabad,train
2016-10-22,25.9,0.0,46,Delhi,train
2023-09-15,24.4,35.5,93,Bhopal,train
2012-01-08,17.5,0.0,41,Ahmedabad,train
2009-06-07,32.2,0.0,62,Patna,train
2020-08-26,25.9,0.1,78,Bhopal,train
2015-06-23,28.6,2.7,77,Patna,train
2015-06-26,23.6,0.4,75,Bengaluru,train
2017-03-04,23.0,0.0,47,Bhopal,train
2016-08-14,30.6,0.0,63,Chennai,train
2017-05-16,33.8,0.7,28,Delhi,train
2007-03-04,26.9,0.0,41,Hyderabad,train
2008-05-29,32.7,0.0,51,Ahmedabad,train
2022-05-26,30.4,0.3,49,Hyderabad,train
2018-02-20,24.9,0.0,47,Ahmedabad,train
2018-10-04,26.7,0.1,68,Bhopal,train
2016-08-11,22.4,0.2,77,Bengaluru,train
2004-07-01,35.5,0.0,37,Delhi,train
2009-01-20,26.0,0.0,60,Mumbai,train
2020-06-24,28.3,4.0,77,Nagpur,train
2010-04-09,32.9,0.0,22,Patna,train
2017-09-29,27.5,6.8,88,Mumbai,train
2007-06-01,31.9,0.6,46,Hyderabad,train
2006-09-28,28.1,0.0,80,Ahmedabad,train
2008-07-11,28.1,21.0,88,Ludhiana,train
2015-01-09,14.2,0.0,73,Bhopal,train
2023-07-27,29.6,0.0,66,Chennai,train
2005-03-04,27.7,0.0,24,Hyderabad,train
2008-05-20,29.4,0.6,78,Mumbai,train
2005-02-07,22.9,0.0,76,Mumbai,train
2010-12-18,23.9,0.0,55,Mumbai,train
2011-05-09,34.8,0.0,24,Nagpur,train
2023-08-12,28.4,0.1,69,Nagpur,train
2011-08-13,25.7,0.5,76,Hyderabad,train
2014-05-06,32.6,0.7,43,Nagpur,train
2010-02-11,24.0,0.0,57,Bengaluru,train
2007-12-10,24.5,0.0,82,Chennai,train
2006-10-31,24.9,0.0,68,Patna,train
2022-08-22,29.0,4.9,74,Chennai,train
2009-05-30,30.6,0.0,63,Mumbai,train
2006-08-24,26.7,1.8,81,Ahmedabad,train
2020-04-20,29.6,0.2,75,Chennai,train
2024-09-28,26.6,5.8,86,Mumbai,train
2005-10-24,25.9,13.5,89,Chennai,train
2013-04-06,31.0,0.0,71,Chennai,train
2023-01-19,24.5,0.0,65,Chennai,train
2009-10-05,22.1,0.1,77,Bengaluru,train
2023-09-30,27.9,13.2,88,Mumbai,train
